hr,arr
76,false
78,false
79,false
77,false
77,false
76,false
76,false
75,false
75,false
75,false
75,false
75,false
74,false
74,false
74,false
73,false
71,false
72,false
72,false
72,false
71,false
73,true
71,false
71,false
70,false
70,false
70,false
71,true
73,true
69,true
75,true
74,true
71,false
76,true
72,false
72,false
75,false
78,false
82,true
83,true
82,true
79,false
81,false
80,false
81,true
77,false
77,false
77,true
75,false
73,false
73,false
73,false
69,false
70,true
67,false
65,false
67,false
66,false
66,false
66,false
66,false
67,false
66,false
65,false
66,false
66,false
65,false
65,false
67,false
66,false
66,false
67,false
66,false
66,false
67,false
67,false
66,false
66,false
66,false
67,false
67,false
67,false
68,false
66,false
66,false
66,false
67,false
68,false
66,false
67,false
67,false
66,false
66,false
67,false
65,false
66,false
66,false
66,false
68,true
70,true
69,true
71,true
69,true
72,true
73,true
71,true
74,true
72,true
67,true
66,true
76,true
67,true
73,true
74,true
70,true
73,true
70,true
71,true
71,true
71,true
68,true
72,true
71,true
71,true
73,true
68,true
69,true
71,true
73,true
68,true
72,true
72,true
72,true
68,true
67,true
73,true
67,true
70,true
69,true
68,true
68,true
69,true
70,true
70,true
71,true
69,true
69,true
68,false
67,false
67,false
67,false
68,false
68,false
67,false
68,false
68,false
68,false
67,false
70,false
69,false
66,false
66,false
68,false
69,false
67,false
69,false
69,false
69,false
70,false
70,false
68,false
68,false
67,false
67,false
67,false
67,false
68,false
67,false
66,false
68,false
68,false
67,false
66,false
66,false
68,false
69,false
67,false
66,false
68,false
71,false
69,false
68,false
71,true
70,false
68,false
68,false
68,false
69,true
68,false
67,false
67,false
67,false
68,false
68,false
68,false
66,false
66,false
68,false
68,false
67,false
68,false
68,false
69,false
68,false
67,false
68,false
69,false
68,false
69,false
68,false
66,false
67,false
68,false
69,false
66,false
68,false
66,false
66,false
66,false
66,false
66,false
67,false
68,false
67,false
68,false
67,false
66,false
66,false
66,false
68,false
68,false
69,false
68,false
68,false
69,false
69,false
71,false
68,false
69,false
68,false
68,false
68,false
67,false
69,false
72,false
77,false
82,false
81,false
83,true
85,true
85,false
84,true
80,false
82,false
81,false
82,false
80,true
82,true
80,true
78,true
75,true
69,false
73,false
74,false
82,true
75,true
79,true
78,true
77,true
75,true
78,true
78,true
80,true
76,true
77,true
78,true
78,true
78,true
74,true
80,true
77,true
75,true
77,true
73,false
71,true
75,true
83,true
79,true
82,true
79,true
80,true
85,true
78,true
76,true
81,true
76,true
78,true
78,true
78,true
79,true
77,true
79,true
76,true
80,true
79,true
78,true
76,true
78,true
80,true
75,false
79,true
77,true
76,true
83,true
78,true
75,true
78,true
78,true
78,true
79,true
77,true
80,true
75,true
77,true
78,true
77,true
75,true
80,true
77,true
81,true
80,true
76,true
78,true
78,true
82,true
81,true
87,true
85,true
85,true
86,true
82,true
82,true
80,true
75,true
70,false
71,false
71,false
71,false
70,false
71,false
71,false
72,false
68,false
67,false
69,false
68,false
70,false
68,false
68,false
67,false
70,true
67,false
65,false
66,false
68,false
66,false
66,false
68,false
68,false
67,false
67,false
67,false
68,false
68,false
67,false
67,false
69,false
66,false
65,false
66,false
68,false
70,false
69,false
69,false
67,false
68,false
69,false
67,false
66,false
67,false
68,false
70,false
67,false
67,false
68,false
69,false
70,false
71,false
70,false
77,true
82,true
81,true
84,true
81,false
81,false
84,true
86,true
81,true
79,true
77,true
78,true
73,true
71,false
75,true
73,false
77,true
74,true
76,true
75,true
74,true
75,true
71,false
77,true
75,true
75,true
80,true
81,true
85,true
84,true
83,true
86,true
84,true
84,true
79,true
83,true
81,true
79,true
82,true
70,false
71,false
71,false
71,false
72,false
71,false
73,false
73,false
70,false
71,false
68,false
68,false
67,false
65,false
67,false
68,false
69,false
68,false
68,false
68,false
69,false
67,false
67,false
68,false
68,false
68,false
68,false
66,false
65,false
67,false
73,true
67,false
67,false
69,true
71,true
67,false
67,false
69,false
70,false
67,false
67,false
67,false
67,false
66,false
66,false
67,false
67,false
67,false
66,false
66,false
67,false
65,false
64,false
65,false
65,false
66,false
66,false
65,false
66,false
65,false
66,false
65,false
66,false
66,false
66,false
65,false
65,false
63,false
63,false
64,false
65,false
65,false
67,false
65,false
65,false
64,false
63,false
63,false
63,false
70,true
63,false
64,false
64,false
64,false
63,false
64,false
66,false
64,false
63,false
64,false
65,false
66,false
64,false
63,false
63,false
64,false
64,false
64,false
64,false
63,false
64,false
64,false
63,false
64,false
64,false
66,false
65,false
66,false
64,false
70,false
72,false
72,false
76,true
78,true
73,true
70,false
72,true
69,false
71,false
69,false
68,false
68,false
67,false
68,false
68,false
68,false
66,false
67,false
67,false
69,false
67,false
67,false
66,false
68,false
66,false
66,false
67,false
67,false
65,false
65,false
66,false
67,false
64,false
64,false
64,false
66,false
67,false
69,false
67,false
65,false
66,false
67,false
66,false
67,false
67,false
68,false
67,false
68,false
68,false
68,false
64,false
66,false
65,false
65,false
68,false
68,false
66,false
65,false
65,false
66,false
65,false
67,false
65,false
65,false
67,false
66,false
66,false
64,false
65,false
64,false
65,false
65,false
65,false
67,false
63,false
64,false
64,false
66,false
65,false
64,false
64,false
64,false
64,false
64,false
64,false
66,false
64,false
63,false
65,false
62,false
64,false
63,false
63,false
65,false
64,false
63,false
64,false
64,false
65,false
63,false
64,false
63,false
63,false
64,false
64,false
64,false
64,false
62,false
64,false
64,false
64,false
64,false
63,false
63,false
66,false
63,false
63,false
65,false
63,false
63,false
64,false
63,false
63,false
63,false
63,false
63,false
63,false
64,false
64,false
64,false
65,false
63,false
63,false
64,false
62,false
65,false
62,false
61,false
62,false
60,false
63,false
63,false
64,false
63,false
62,false
63,false
63,false
63,false
61,false
62,false
61,false
61,false
62,false
62,false
63,false
63,false
61,false
62,false
62,false
62,false
63,false
63,false
64,false
65,false
59,false
61,false
60,false
62,false
61,false
60,false
61,false
60,false
61,false
62,false
60,false
60,false
62,false
60,false
62,false
61,false
60,false
60,false
60,false
61,false
61,false
61,false
58,false
61,false
60,false
60,false
59,false
59,false
61,false
61,false
62,false
62,false
61,false
60,false
60,false
61,false
61,false
59,false
61,false
62,false
61,false
62,false
59,false
61,false
61,false
58,false
59,false
62,false
61,false
62,false
61,false
61,false
62,false
61,false
61,false
61,false
60,false
59,false
60,false
62,false
60,false
59,false
61,false
61,false
60,false
61,false
61,false
62,false
61,false
60,false
61,false
61,false
60,false
66,false
58,false
62,false
60,false
59,false
61,false
59,false
61,false
61,false
60,false
60,false
59,false
60,false
59,false
59,false
60,false
60,false
60,false
61,false
58,false
61,false
62,false
60,false
66,false
64,false
66,false
68,false
69,true
66,false
67,false
65,false
66,false
69,false
69,false
68,false
67,false
66,false
68,false
68,false
72,false
72,true
73,false
76,false
74,false
76,true
72,false
68,false
70,false
69,false
70,false
72,false
71,false
70,false
72,false
69,false
72,true
68,false
66,false
67,true
66,false
67,false
69,false
70,false
68,false
66,false
69,false
67,false
66,false
68,false
66,false
67,false
66,false
65,false
69,false
75,false
78,false
76,false
71,false
69,false
67,false
69,false
69,false
66,false
67,false
68,false
69,false
66,false
68,false
69,false
66,false
65,false
66,false
64,false
64,false
65,false
64,false
65,false
65,false
66,false
68,false
68,false
66,false
